1,44650,1.812,271071341.7084,168435922.778722
1.01,44651,1.80605,270181234.377735,167882835.725448
1.02,44652,1.8001,269291127.04707,167329748.672173
1.03,44653,1.79415,268401019.716405,166776661.618899
1.04,44654,1.7882,267510912.38574,166223574.565624
1.05,44655,1.78225,266620805.055075,165670487.51235
1.06,44656,1.7763,265730697.72441,165117400.459075
1.07,44657,1.77035,264840590.393745,164564313.405801
1.08,44658,1.7644,263950483.06308,164011226.352526
1.09,44659,1.75845,263060375.732415,163458139.299252
1.1,44660,1.7525,262170268.40175,162905052.245977
1.11,44661,1.74655,261280161.071085,162351965.192703
1.12,44662,1.7406,260390053.74042,161798878.139428
1.13,44663,1.73465,259499946.409755,161245791.086154
1.14,44664,1.7287,258609839.07909,160692704.032879
1.15,44665,1.72275,257719731.748425,160139616.979605
1.16,44666,1.7168,256829624.41776,159586529.92633
1.17,44667,1.71085,255939517.087095,159033442.873056
1.18,44668,1.7049,255049409.75643,158480355.819781
1.19,44669,1.69895,254159302.425765,157927268.766507
2,44670,1.693,253269195.0951,157374181.713232
2.01,44671,1.6873,252416487.23211,156844333.611776
2.02,44672,1.6816,251563779.36912,156314485.51032
2.03,44673,1.6759,250711071.50613,155784637.408863
2.04,44674,1.6702,249858363.64314,155254789.307407
2.05,44675,1.6645,249005655.78015,154724941.205951
2.06,44676,1.6588,248152947.91716,154195093.104495
2.07,44677,1.6531,247300240.05417,153665245.003038
2.08,44678,1.6474,246447532.19118,153135396.901582
2.09,44679,1.6417,245594824.32819,152605548.800126
3,44680,1.636,244742116.4652,152075700.69867
3.01,44681,1.63035,243896888.495745,151550500.387577
3.02,44682,1.6247,243051660.52629,151025300.076485
3.03,44683,1.61905,242206432.556835,150500099.765392
3.04,44684,1.6134,241361204.58738,149974899.454299
3.05,44685,1.60775,240515976.617925,149449699.143207
3.06,44686,1.6021,239670748.64847,148924498.832114
3.07,44687,1.59645,238825520.679015,148399298.521022
3.08,44688,1.5908,237980292.70956,147874098.209929
3.09,44689,1.58515,237135064.740105,147348897.898836
3.1,44690,1.5795,236289836.77065,146823697.587744
3.11,44691,1.57385,235444608.801195,146298497.276651
3.12,44692,1.5682,234599380.83174,145773296.965559
3.13,44693,1.56255,233754152.862285,145248096.654466
3.14,44694,1.5569,232908924.89283,144722896.343374
3.15,44695,1.55125,232063696.923375,144197696.032281
3.16,44696,1.5456,231218468.95392,143672495.721188
